joke,semantic_word_1,semantic_word_2,semantic_word_3
"hey baby, if i supply the voltage and you some resistance, imagine the current we can make together.",i,you,together
the longer you sleep the more sleep you need. the more you eat the bigger is your appetite.,longer,you,
"if i was smarter, i would know so much more stuff.",i,so much,
time does not exist. clocks exists.,does not,,
welcome to twitter - if you are not already following a mom who drinks wine one will be assigned to you.,you,not,who
did you hear about the nearsighted porcupine? he fell in love with a pincushion!,you,,
take time to relax especially when you do not have time for it.,you,do not,
"if you want to hide your face, go out naked.",you,,
"when you choke a smurf, what color does it turn?",you,,
why do you need a driver's license to buy liquor when you can not drink and drive?,why,you,can not
hard to take women with false eyelashes seriously. it has / it is like watching two tarantulas scream for attention.,,,
i like work. it fascinates me. i sit and look at it for hours.,i,me,
"hallmark card: ""i am so miserable without you, it has / it is almost like you are still here.""",i,without,you
the last thing on earth you want to do will be the last thing you do.,you,,
those that forget the pasta are doomed to reheat it.,,,
what the difference between fiction and reality? fiction has to make sense.,between,,
do you want to speak to the manager or someone who know's what has / what is going on?,you,who,
a committee is twelve men doing the work of one.,,,
"my five-year-old kid said: ""i do not want to be your daughter anymore. i quit!"" no two-week notice or anything. she had / she would better not expect a reference.",do not,,
alcohol not only expands the blood vessels but also communications.,not,,
"if i wanted to get trapped in a scary maze, i had / i would just go into my kid's bedroom.",i,my,
my room and internet connection and music and food homework equals to a perfect day.,my,,
be nice to your kids. they shall / they will choose your nursing home.,your,,
where were you? i have been waiting for half an hour. the girl never said that.,you,i,never
what kind of motorbike does santa ride? a holly davidson!,,,
"you can never lose a homing pigeon - if your homing pigeon does not come back, what you have lost is a pigeon.",you,never,does not
i think i have discovered my supersymmetric partner.,i,my,
breaking: man takes longer to find emoji than it would have taken him to find words that convey what he wanted.,longer,what,
i went to a peanut factory last week. it was nuts!,i,,
what did god say after creating man? i must be able to do better than that.,what,i,
"in my experience there has / there is two ways to get things done, the right way and the drunk way.",my,,
middle age is when work is a lot less fun and fun a lot more work.,when,a lot,
oh... sorry... did you mistake me for someone who cares?,you,who,
there are a lot of female hormones in beer. when i drink five bottles i also can not drive a car and start behaving illogically.,i,can not,
politics is just show business for ugly people.,,,
"if you do not like my opinion of you, improve yourself!",you,do not,my
spent 15 min tracing a suspicious noise that tuned out to be the lid not screwed on the coke bottle tightly enough.,not,,
i am sure there has / there is a supplement i could take or another easy solution to cure my laziness. someone look into it for me.,i,another,me
it has / it is not love until you do not want them to have a good time without you.,not,you,without
laziness level: i get jealous when it has / it is bedtime in other countries,i,,
useless trying to undo a mistake. focus your efforts on new ones.,your,,
my wine drinking is merely functional... my personality is better with a little marinade.,my,,
"it probably seems like i am listening to your story, but i am really thinking, ""close your fucking menu or the waiter will never come over.""",i,your,never
"my son just asked me if cats can have babies when they are not / am not married and i told him yes, but i honestly do not know.",my,are not / am not,i
i am not sure if this woman in the starbucks line ahead of me is ordering a drink or casting a spell.,not,,
april fools' day is like a huge open mic night in which millions of people go out of their way to demonstrate how unfunny they are.,,,
how do you fix a woman's watch? why should you? there has / there is a clock on the oven.,how,you,
"tomorrow is april fools day. believe nothing, and trust no one. ""so it has / it is like any other day.""",nothing,no,any
i do not date older women because it takes too long to listen to their life story.,do not,long,
"you were beautiful in my dreams, but a fucking nightmare in reality.",you,my,
"sorry i just saw your text from last night, are you guys still at the restaurant.",i,your,
a woman is like a shadow: when you walk from behind she runs away. when you run from her follows you behind.,you,behind,
you must be peanut butter because you are making my legs feel like jelly.,you,my,
"do not feel sad, do not feel blue, frankenstein was ugly too.",do not,,
you know youre fifty when your chiropractor sends you birthday cards.,you,,
a retired husband is often a wife's full-time job.,,,
what has a whole bunch of little balls and screws old ladies? a bingo machine.,what,whole,
you have the right to remain silent because whatever you say will probably be stupid anyway.,you,whatever,
marriage is like a bar of soap. it smells delicious until you take a bite out of it!,you,,
you can not know a person well until you live with them. you can not know them really well until you divorce them.,you,can not,
sports do not build character. they reveal it.,not,,
what happened to the egg when he was tickled too much? he cracked up.,what,too much,
getting a red heart instead of a yellow star makes me feel like things are moving a little too fast between us.,me,us,
"a bank is a place that will lend you money, if you can prove that you do not need it.",you,do not,
computer does what you command him to do but not what you want from him.,you,not,
you are the reason santa even has a naughty list.,you,,
"what did one candle say to the other? ""do not birthdays burn you up?""",what,do not,
there were plenty of lookers-on but no witnesses.,no,,
"i wanted to tell you that wherever i am, whatever happens, i shall / i will always think of you, and the time we spent together, as my happiest time. i had / i would do it all over again, if i had the choice. no regrets.",i,you,always
what should you do if you see your ex-husband rolling around in pain on the ground? shoot him again.,what,you,
"becoming a father is easy enough, but being one can be very rough.",very,,
you never have to worry about love at first sight if you steadfastly keep looking at your phone.,you,never,
"it has / it is better to be a worldwide alcoholic, than an alcoholic anonymous.",,,
sugar - honey - iced - tea ... guess what it means.,,,
there are 364 days until christmas and people already have their christmas lights up. unbelievable...,unbelievable,,
my neighbors are listening to great music. whether they like it or not.,my,not,
the only reason i have been going out with this guy all summer is because i have no idea how to operate my gas grill.,only,i,no
"a lot of people are afraid of heights. not me, i am afraid of widths.",not,i,
i had / i would advise you graduates to keep your graduation gown. it has / it is the only outfit you might not outgrow.,i,your,not
"how do i stay humble? well, it has / it is not easy, but i start by being generally bad at almost all things.",how,not,all
"the question is not at what age i want to retire, it has / it is at what income.",is not,i,
what has / what is the difference between batman and a black man? batman can go into a store without robin.,between,without,
"what goes ""oh oh oh""? santa walking backwards.",what,,
"the best way to remember your 21st birthday, is not at all. have fun blacking out.",remember,not,
a tip to a young housewife: remember that a small bottle of vodka not only will decorate the table but also will hide your cooking mistakes.,remember,,
do you think they named april fool's day in your honor?,you,your,
a beautiful girl looks good in the background of her smart friend.,,,
say what you want about deaf people...,what,,
"diet tip: if you think you are hungry, you might just be thirsty. have a bottle of wine first and then see how you feel.",you,how,
twitter is my 'serious' account. my bank account is the 'joke' one.,my,,
everybody is somebody else's weirdo.,everybody,,
"if she says, ""i am ok,"" you are fine. if she says, ""i am fine,"" you are not ok.",i,you,not
"i ran three miles today. finally i said, ""lady take your purse.""",i,your,
what has / what is the difference between light and hard? you can sleep with a light on.,what,between,you
legends do not die... i am a living example!,do not,i,
what happened when the man fell in love with his garden? it made him wed his plants!,what,,
"she said she was approaching forty, and i could not help wondering from what direction.",i,could not,what
"i bet egyptians were all like ""yo, nobody in history will ever worship and revere cats like we do"" and then came the internet.",i,all,nobody
he has / he is a recovering alcoholic: recovering from last night!,,,
it was love at first sight. then i took a second look!,,,
it has / it is gonna be ok.,,,
"the first time i got a universal remote control, i thought to myself ""this changes everything"".",i,everything,
"i intend to live forever. so far, so good.",i,,
who invented the brush they put next to the toilet? that thing hurts!,who,,
out of my mind. back in five minutes.,my,,
save the whales. collect the whole set.,,,
he who hesitates is boss.,who,,
beer: it has / it is not just for breakfast anymore.,not,,
what do eskimos get from sitting on the ice too long? polaroids.,what,long,
why did not cupid shoot his arrow at the lawyer's heart? because even cupid can not hit a target that small.,why,can not,small
why do gorillas have big nostrils? because they have big fingers.,why,,
arguing with women just like arguing with a forest fire.,,,
"""why do not you trust me?"", she texted both the guys simultaneously.",why,,
"if google ever goes down and stays down, i am fucked. i know four facts and they are all about elephants and i already forgot three of them.",i,,
"money can not buy happiness, but it sure makes misery easier to live with.",can not,,
how does a farmer count cows? with a cow-calculator.,how,,
"you are like milk, i want to make you a part of my complete breakfast.",i,you,my
i love the way you move...like butter on a bald monkey.,i,you,
my hope for you is that you someday find the end of your sentence,my,you,your
never agree to plastic surgery if the doctor's office is full of portraits by picasso.,never,,
"i do not want you to feel like you can not express yourself, but i do want you to stop talking.",do not,can not,yourself
"your name must be coca cola, because you are so-da-licious",your,,
my love for you is like a fart. everything about it is powered by my heart.,my,you,everything
my coworker who believes jesus christ was the immaculately conceived son of god who rose from the dead can not believe it has / it is monday already.,my,who,can not
"do not walk behind me, for i may not lead. do not walk ahead of me, for i may not follow. do not walk beside me either. just pretty much leave me the hell alone.",not,me,
i bought a new japanese car. i turned on the radio... i do not understand a word they are saying.,i,do not,
what do bees do with their honey? they cell it.,what,,
"you would never be able to live down to your reputation, but i see you are doing your best.",you,never,i
"a wife in big doses is poison, in small doses medicine.",big,small,
"your kid may be an honors student, but you are still an idiot.",your,,
i am so introverted i will not even talk to myself.,i,will not,myself
"it has / it is not a flaw to have a husband, but an essential drawback to have a wife.",not,,
why do not men have mid-life crises? they stay stuck in adolescence.,why,,
what is the difference between a dog and a fox? about 5 drinks,what,between,
how about we do some peer-to-peer sharing? your domain or mine?,we,your,
should crematoriums give discounts for burn victims?,,,
"dear lord, there is a bug in your software...it's called monday, please fix it...",your,,
wanna meet santa's little helper?,,,
you are so poor. i saw you kicking a can across the street i asked you what you were doing you said moving.,you,i,
"baby, let us configure our hard drives in master and slave position.",our,,
the best reason to divorce or break-up with a man is for health reasons you are sick of him.,you,,
"if the number 2 pencil is the most popular, why is it still number 2?",most,why,
man's appearance is not the most important thing. there are worse flows.,not,,
"women dream of world peace, a safe environment, and eliminating hunger. what do men dream of? being stuck in an elevator with the doublemint twins.",what,,
you are not sure outrun and make sure.,not,,
"if breaks are meant to be slow... then why do they call it ""breakfast""?",why,,
"i am a humble person, really. i am actually much greater than i think i am.",i,much,
"the easiest job in the world has to be coroner. surgery on dead people. what has / what is the worst thing that could happen? if everything went wrong, maybe you had / you would get a pulse.",what,everything,you
"if everything seems to be coming your way, you are probably in the wrong lane.",everything,your,
"i do not care who you are, but if you are reading this i still do not care.",do not,you,i
"why do women have smaller feet than men? it has / it is one of those ""evolutionary things"" that allows them to stand closer to the kitchen sink.",why,,
how can you tell which is the head nurse? the one with the dirty knees.,how,,
a man can be happy with any woman as long as he does not love her.,any,does not,
"i was never a photogenic person, because when everyone said cheese i said ""where""?",never,everyone,i
"always wear high heels, it makes it easier to look down on him.",always,,
why did not noah swat those two mosquitoes?,why,,
how do you get a nun pregnant? dress her up as an alter boy.,how,,
"you should know, that no one understood it was an april fool's joke because no one expected you have a sense of humor.",you,no,you
my wife set a limit on how much we can spend on each other for christmas. it has / it is $100 on me and $500 on her.,my,we,me
you smell like trash..... can i take you out?,you,,
no matter what has happened. no matter what you have done. no matter what you will do. i will always love you. i swear it.,no,what,i
"if you love a woman, you should not be ashamed to show her to your wife.",you,should not,
why do men need instant replay on tv sports? because after 30 seconds they forget what happened.,why,what,
everything is rightly confused.,everything,,
careful! angry dog in the backyard! please do not crush him.,not,,
i bet we can get into some serious treble together.,i,together,
"i do not have a solution, but i do admire the problem.",do not,i,
"being a great father is like shaving. no matter how good you shaved today, you have to do it again tomorrow.",no matter how,you,
tarzan does not have a beard. yet he lives in the jungle for over 30 years.,does not,,
twitter is just linkedin for the chronically unemployed.,,,
a bargain is something you do not need at a price you can not resist.,do not,you,
a bus is a vehicle that runs twice as fast when you are after it as when you are in it.,you,,
"i have been on so many blind dates, i should get a free dog.",i,,
a hard thing about a business is minding your own.,your,,
"does your skin feel burnt? because i think you must have just fallen down from heaven, and re-entry gave you a tan.",your,i,
the qualities that most attract a woman to a man are usually the same ones she can not stand years later.,most,can not,
do you know any bird that can write? pen-guine.,you,,
we are all part of the ultimate statistic ten out of ten die.,we,all,
ready for the only way to enjoy instagram? follow zero people. follow every dog.,every,,
what is life? life is love. whats love? love is kissing. whats kissing? come here and i show you.,what,you,
what do you do when you are sitting in the dark and your tv starts to float? you turn on the lights and shoot the black guy stealing it.,what,you,
i hate the part of the conversation where the other person says things.,i,,
nothing spoils the target more than a hit.,nothing,,
the fantasy part of fantasy football is that 10 wives would all let their husbands out on the same night for the draft.,all,same,
do ten millipedes equal one centipede?,,,
he has / he is not dead; he has / he is electroencephalographically challenged.,not,,
"hey baby, what has / what is your resonance frequency?",what,,
smith & wesson: the original point and click interface.,,,
well it took forever but i just paid the pizza guy entirely with the quarters i found behind his ears.,i,behind,
"honk all you want, but if i do not eat these donuts at this green light i shall / i will have to share them at home.",all,do not,i
i come from a stupid family. during the civil war my great uncle fought for the west.,i,,
sacred cows make the best hamburgers.,,,
drinking too much coffee can cause a latte problems.,too much,,
what are the 2 reasons the girl broke up with her boyfriend? because he was a cheetah and because he was lion too much to her.,what,too much,
"by the cup of cofee even the most secret thoughts turn into words, and by the bottle of vodka into actions.",,,
squirrels nature's speed bumps.,,,
evolution is the true science fiction.,,,
"i had / i would like to say the best moment of a woman's life is giving birth, but it has / it is actually seeing an old nemesis and realizing she got really fat.",i,,
"excuse me, i am a little short on cash. mind if we shared a cab home?",i,,
"i am an agent of satan, but my duties are largely ceremonial.",i,,
"do you know what happens when you drop a whale on thin ice? it breaks the ice. hi, i am pepper. and you?",what,i,you
how did they invent break dancing? trying to steal the hubcaps off a moving car.,how,,
i am not a doctor but i know adding cheese to anything makes it an antidepressant.,not,anything,
can i borrow your cellphone? i need to call animal control cause i just saw a fox!,i,your,
why do men like smart women? opposites attract.,why,,
"if i followed you home, would you keep me?",i,you,
"i hate russian dolls, they are so full of themselves.",i,,
"my wife can enjoy anything, until it has / it is not my salary.",my,anything,not
"an asteroid 1,200 light years away has a 0.6% chance of colliding with the earth, and you all just walking around like everything is fine.",you,everything,
"what did the elephant say to his girlfriend? ""i love you a ton!""",what,i,
what do you instantly know about a well-dressed man? his wife is good at picking out clothes.,what,you,
i want you more then a hagen-daas on a hot summer day.,i,you,
"the less skilled the player, the more likely he is to share his ideas about the golf swing.",,,
a rolling stone... somebody pushed it.,pushed,,
how do you know that santa is a man? no woman wears the same suite every year.,how,no,every
you are so tall in my eyes that they can not rise higher than your waist.,you,my,can not
my mom's favorite part of my birthday is describing my birth in detail to an 18 year old waitress who is just there to get our drink order.,my,,
"if you are what you eat, then my dog is a calculator.",you,my,
santa's lap is not the only place wishes come true.,is not,,
is your name summer? coz you are hot!,your,,
how can you tell a sumo wrestler from a feminist? a sumo wrestler shaves his legs.,how,,
"why are men are like public toilets? the good ones are taken, the rest are full of shit.",why,,
what do you say we make this a not-so-silent night?,what,,
paid love costs less.,,,
how can you tell a man is lying? his lips are moving.,how,,
what do men and beer bottles have in common? they are both empty from the neck up.,what,both,
my diet always starts on a monday morning and ends at the donuts somebody brings into the office later that morning.,my,ends,
what has / what is a monster's favorite bean? a human bean.,what,,
nobody puts baby in a corner.,nobody,,
"i wonder where my brother is, his lunch is getting all cold ... ... ... and eaten..",i,where,
"you have two choices in life: you can stay single and be miserable, or get married and wish you were dead.",you,,
the difference between divorce and legal separation is that a legal separation gives a husband time to hide his money.,between,hide,
"why do women pay more attention to their appearance than improving their minds? because most men are stupid, but few are blind.",why,improving,
i wish i could get bitten by a radioactive confident person.,i,,
"what did one ghost say to another ghost? ""do you believe in people?""",what,another,you
the probability of someone watching you is proportional to the stupidity of your action.,you,,
why is santa's sack so big? because he only comes once a year.,why,so big,only
"why is it called alcoholics anonymous? when the first thing you do is stand up and say, my name is peter and i am an alcoholic'",why,you,i
no one is listening until you fart.,no,you,
dance dance revolution is an intense game but an even more intense to-do list,,,
why do not you slip into something more comfortable ...like a coma.,why,,
are you a termite? cause you are about to have a mouth full of wood.,you,,
"if i can not buy you a drink, at least let me fix your laptop.",can not,me,your
what has / what is the difference between wife and a blue whale? about 10 pounds.,what,between,
"if you want to change your life significantly just walk to the mercedes-benz 600 standing at the junction, take a brick and throw it into the windshield.",you,,
"you owe me a drink, you are so ugly i dropped mine when i saw you.",you,i,
"my wife and i have started aggressively planning for our retirement, and by that i mean we are playing the lottery 3-5 times per week.",my,i,
an ad at the zoo: do not scare the ostriches! the floors are concrete!',do not,,
i have agreed so much with my wife that my head just starts nodding at the sound of her voice.,i,my,
i am guessing i am not married because i had / i would take a bullet for a grilled cheese before i had / i would take one for a girl.,i,not,
i am typically attracted to guys who look like i shall / i will need therapy after dating them.,i,who,
subway is definitely the healthiest fast food available because they make you get out of the car.,you,,
"if you did not take a selfie at the gym, were you really there?",did not,you,
some people have skeletons in their closet. i have a whole graveyard!,i,whole,
what does santa suffer from if he gets stuck in a chimney? claustrophobia!,what,,
"do people who go to the gym to ""feel the burn"" know nothing of mexican food?",who,nothing,
"knock, knock. ""who's there?"" ""annie."" ""annie who?"" ""annie body home?""",who,,
my dog is completely exhausted from destroying everything in my house,my,everything,
"why is the book ""women who love too much"" a disappointment for many men? no phone numbers.",why,no,
how does a woman show she has / she is planning for the future? plastic surgery.,how,,
"i do not have a beer gut, i have a protective covering for my rock hard abs.",do not,i,
"next time you wave, use all your fingers.",you,all,
"friends may come and go, but enemies accumulate.",,,
good women are found in every corner of the earth. unfortunately earth is round.,every,,
"do not drink and drive, might hit a bump and spill it.",do not,,
incompetence knows no barriers of time or place.,no,,
"apparently, saying ""wow, you have grown since i last saw you"" is not deemed socially acceptable when said to adults.",you,i,is not
"there is no ""me"" in team. no, wait, yes there is!",no,,
definition of a bachelor: a man who has missed the opportunity to make some woman miserable.,who,,
"if you are supposed to learn from your mistakes, why do some people have more than one child.",you,,
i have had so much to drink that you are beginning to look good.,i,so much,you
why can not men get mad cow disease? because they are all pigs.,why,all,
brain cells come and go but fat cells live forever.,,,
i do not trust anything that bleeds for five days and does not die.,do not,anything,
how do crazy people go through the forest? they take the psycho path.,how,,
"i do not want your candy, what i really want is your number.",do not,i,your
"as long as there are tests, there will be prayer in schools.",,,
the hardest thing to learn in life is which bridge to cross and which to burn.,,,
when you stop believing in santa claus is when you start getting clothes for christmas!,you,,
why did god create stock analysts? in order to make weather forecasters look good.,why,,
"you are so dense, light must bend around you.",you,,
"how does one know a man is going to say something smart?..his senentences start with ""a woman once told me..""",how,me,
light travels faster than sound. this is why some people appear bright until you hear them speak.,why,you,
it has / it is funny how one person can make you never trust anybody...,you,anybody,
how can you tell if a man is happy? who cares?,how,you,who
why did the pig give his girlfriend a box of candy? it was valenswine's day.,why,,
what do witches put on their hair? scare spray!,what,,
"a woman is like a parachute can refuse at any time, that has / that is why you need to have a spare one.",any,why,
"do not tell a lot about yourself, behind your back will tell more interestingly about you.",do not,yourself,you
why are there so many old people in church? they are cramming for the final.,why,so many,
"ever notice that people who spend money on beer, cigarettes, and lottery tickets are always complaining about being broke and not feeling well?",who,always,not
"remember a sense of humor does not mean that you tell him jokes, it means you laugh at his.",remember,not,you
"what did the boy octopus say to the girl octopus? can i hold your hand, hand, hand, hand, hand, hand, hand, hand, hand, hand?",what,i,your
"darling, you are the most beautiful woman in this party! did you invite these guests on purpose?",you,the most,
how good are you at powerpoint? i excel at it!,how,you,
loneliness is when you get an e-mail but it has / it is from the newsgroup server.,you,,
a woman is like a well-served table at which a man looks one way before he eats and differently after he ate.,,,
why did not the dog want to play football? it was a boxer!,why,,
do you play volleyball? because you look like your good on your knees!,you,,
why can not single women fart? they do not get an asshole till they get married.,why,do not,
what is a runner's favourite subject in school? jog-raphy!,what,,
how many men does it take to screw in a light bulb? one. he just holds it up there and waits for the world to revolve around him.,how many,,
i am trying to imagine you with a personality.,i,you,
what is dracula's favorite fruit? a nectarine.,what,,
new year's is just a holiday created by calendar companies who do not want you reusing last year's calendar.,do not,you,
call your dad now and ask him what the wifi password is so he has time to find the little paper it has / it is written on before thanksgiving.,your,,
did you hear about the guy whose whole left side was cut off? he has / he is all right now.,whose,all,
"never trust a man that says, ""trust me."" and never trust a woman that says ""it's fine.""",never,me,
how do men exercise on the beach? by sucking in their stomachs every time they see a bikini.,how,every,
you need to carry women in your arms; they will climb on your back by themselves.,you,,
i like two kinds of men: domestic and imported.,i,,
"i love defenseless animals, especially in a good gravy.",i,,
the only difference between the people i have dated and charles manson is that manson has the decency to look like a nut case when you first meet him.,between,you,
"so many boys, such little minds.",so many,,
what do you call a boomerang that does not work? a stick.,what,does not,
i hugged someone once and they expected it every time they saw me. i shall / i will never do that again.,i,every,never
"every day, man is making bigger and better fool-proof things, and every day, nature is making bigger and better fools. so far, i think nature is winning.",every,bigger,
i hate when i am singing along to the beastie boys and they mess up the lyrics.,i,,
do you know karate? cause your body's kickin!,you,,
"i had to stop drinking, cause i got tired of waking up in my car driving 90.",i,driving,
that has / that is not a candy cane in my pocket. i am just glad to see you!,not,my,
"is that a bat in your pocket, or does my costume excite you?",your,my,
"is your name jingle bells, cause you look like you go all the way",your,all,
what do most men consider a gourmet restaurant? any place without a drive-up window.,what,any,without
"gurl, you remind me of a box of chocolates.....because i want to take your top off.",you,me,
you do not sweat much for a fat chick.,do not,,
do you know why beer goes through your system so fast? because it does not have to stop to change color.,you,why,not
"the more beautiful the woman is who loves you, the easier it is to leave her with no hard feelings.",you,no,
to the question what are you doing here?' 72% answered negative.,what,you,
a cheap shot is a terrible thing to waste.,,,
why did the stupid boy put clothes on the valentines he was sending? because they needed to be ad-dressed!,why,,
dogs have masters. cats have staff.,,,
why do volleyball player want to join the armed forces? for the chance to gain some experience in the service.,why,,
women who seek to be equal to men...lack ambition!,who,,
how do you get a black man out of a tree? cut the rope.,how,you,
the difference between the pope and your boss. the pope only expects you to kiss his ring.,between,your,
why did god make man before woman? you need a rough draft before you have a final copy.,why,before,you
lets play railroad i shall / i will be the train and you are the tunnel,i,you,
you are my methods. i am nothing without you.,you,my,nothing
come to my 127.0.0.1 and i shall / i will give you sudo access.,my,i,you
what do you get if you cross an owl with a witch? a bird that has / that is ugly but does not give a hoot!,what,you,does not
"with a calendar, your days are numbered.",your,,
"a man is running after a woman, just until she catches him.",,,
it is hard to understand how a cemetery raised its burial cost and blamed it on the cost of living.,how,,
"pardon me for drooling, but without my jaw, i can not help myself.",me,without,can not
a women's work that is never done is the stuff that she asked her husband to do.,never,,
why did the snowman call his dog frost ? because frost bites !,why,,
"a day without sunshine is like, well, night.",without,,
"i have three kids, one of each.",i,,
what is a vampire's sweetheart called? his ghoul-friend.,what,,
most women do not know where to look when they are eating a banana.,do not,where,
what has / what is the difference between england and a teabag? a teabag could stay in the cup for longer.,what,between,longer
i wish you were on the football team because i had / i would love to see your backfield in motion.,i,you,
facebook memories are a great way to see how fat you have gotten.,how,you,
you need some more fuel for that fire? cause i got some wood for you right here.,you,i,
"please, lady, come home with me. you never know what i shall / i will turn into, at midnight!",me,never,
i have never once been able to explain my car trouble to a mechanic without resorting to sound effects.,never,my,without
"that whole ""letting go"" of your ex is always more satisfying when they are dangling over an abyss.",whole,your,
"you are like a fat stump, i am always falling over you.",you,i,
i do not work here. i am a consultant.,do not,i,
butter says: you can not eat me unless you spread me.,you,not,me
"if anything is used to its full potential, it will break.",anything,,
do you know what a timberwolf is? that has / that is a guy that chases a girl up a tree and kisses her in between the limbs.,you,between,
when you die your voice gets added to the big bang theory laugh track.,you,,
"i have no business with you, unless behind the bushes.",i,no,behind
"if i was an operating system, your process would have top priority.",i,your,top
what makes you think this is my first time?,what,my,
i always wanted to be just like my mother. today i am working on dramatically clutching my throat when i am told the price of anything.,always,my,anything
"when a newly married woman smiles, all know why, but when a ten-years married woman smiles, all wonder why.",all,why,
how do you get a man to stop biting his nails? make him wear shoes.,how,,
what has / what is that thing called when you are only attracted to married men and gay men? single. it has / it is called single.,what,you,
a waist is a terrible thing to mind.,,,
"change your facebook status to ""i'm pregnant"" or ""i am engaged"" and watch the april fools like and comment away.",your,i,
what are you gonna be for halloween? drunk!,you,,
what pants do ghosts wear? boo jeans.,what,,
where does dracula keep his valuables? in a blood bank.,where,,
"screw the nice list, i have got you on my ""nice and naughty list!",i,you,
relationship between men and women is psychological. she is psycho and he is logical.,,,
"we all have one ginger friend that claims to be ""strawberry blonde"".",all,,
"for all the advances in medicine, there is still no cure for the common birthday.",no,,
why do not you remove those barriers to imports? it will ease my inflation and the benefits will trickle down.,why,remove,my
what does santa say when he is sick? oh oh no!,what,,
"my life is a lot like that driver who signals right, but turns left.",my,,
"i have seen a lot of great photos of babies in my life, so if you want my like on facebook you better bring it.",i,you,
"i drink to forget that i accidentally once said ""i love you"" when ending a call with a customer service rep.",i,you,
"and on the sixth day, god created man first so that he could enjoy a few minutes on earth without saying the wrong thing to a woman.",without,,
"when i asked if you had / you would like to go out on a date sometime, i meant with me.",i,you,me
most of the people dream of not working and having lots of money. during an economic crisis 50 % of those dreams came true.,not,lots,
"i am not a bad guy! i work hard, and i love my kids. so why should i spend half my sunday hearing about how i am going to hell?",not,why,i
it has / it is better to have business with a drunk professional than a sober idiot.,,,
i have not been ignoring you; i have been prioritizing you.,have not,you,
"despite my last 12,000 tweets, i am actually really fun.",my,,
what did the caveman give his wife on valentine's day? ughs and kisses!,what,,
"when there are no volunteers, they get appointed.",no,,
"sorry i missed your call, i was busy seeing how many times my phone would ring before you gave up.",i,your,before
i have the emergency alert warning sound set as the ringtone for when my wife calls.,i,when,
what does a hockey player and a magician have in common? both do hat tricks!,what,,
my favorite part of grocery shopping is rushing home to look at the shopping list on my counter to see what i forgot to buy.,my,what,
"is your name country crock, cause you can spread for me anytime.",your,me,
every day i spend a few hours on a running track. next week i might even turn it on.,every,i,
"jesus fed 5,000 people with two fishes and a loaf of bread. that has / that is not a miracle. that has / that is tapas.",not,,
"i am making a film about emos. i really need to stop saying ""cut!"" at the end of each scene.",i,stop,
you have not texted me since you went to bed. are we ok?,have not,you,we
do fish get thirsty?,,,
"what has four legs, is big, green, fuzzy, and if it fell out of a tree would kill you? a pool table.",what,you,
"oh, yes, i am dressed for the weather.i am wearing a house.",i,,
why are teachers happy at halloween parties? because there is lots of school spirit!,why,,
"how about i slip down your chimney, at half past midnight?",i,your,
sex discriminates against the shy and the ugly.,,,
"she has / she is so ugly, the fell out of the ugly tree and hit every branch on the way down.",,,
bills travel through the mail at twice the speed.,,,
the big bang theory: god spoke and bang! it happened.,,,
"if you were a basketball, could i drive you, and lay you up?",you,drive,
if you were a pole i would dance all over you.,you,i,
my wife hired a fact checker for when we argue.,my,,
are you an exception? i bet i can catch you.,you,i,
are your pants from outer space or is your butt just out of this world?,your,,
"if a giraffe had a sore throat, how many lozenges would it need to make it better?",,,
my iq test results just came in and i am really relieved. thank god it has / it is negative.,my,,
it has / it is hunting season and fox like you should not be out in the open!,you,should not,
a cauliflower is a plant explosion in extremely slow motion.,,,
i went to school without my shoes today. i got shoe-spended for a week.,i,without,
what are two reasons why men do not mind their own business? 1. no mind. 2. no business.,what,do not,
"men? on the whole, i had / i would rather buy new batteries.",whole,i,
what day does an easter egg hate the most? fry-days.,what,,
what does a man who loves his car do on february 14? he gives it a valenshine!,what,,
i shall / i will bet your parents hit the jerkpot!,i,your,
"men are like mascara, they usually run at the first sign of emotion.",,,
"how do you keep your wife from reading your e-mail? rename the mail folder ""instruction manuals.""",how,your,
"you give me epsilon, i give you delta. together, we find limits.",you,i,together
"at school he used to enjoy streaking. on it has / it is own, not a particularly interesting fact, until you consider he was at an all boys boarding school.",you,all,
"i asked barack obama if we could get together later, and he said yes we can!",i,together,
does your train of thought have a caboose?,your,,
it has / it is a sin to love another's wife and a punishment to love yours.,yours,,
all i am saying is there has / there is a reason all the best love songs have the word crazy in them...,all,,
"i was at an atm and this old lady asked me to help check her balance, so i pushed her over.",i,me,
what is the difference between a single 40-year-old woman and a single 40-year-old man? the 40-year-old woman thinks often of having children and the man thinks often about dating them.,what,between,
what has / what is the most common sleeping position of a man? around.,what,,
i have good looking kids. thank goodness my wife cheats on me.,i,my,
"my love for you is like diarrhea, i just can not hold it in!",my,you,can not
why are men like parking spaces? the good ones are already taken!,why,,
new years eve forecast: mostly drunk with a slight chance of passing out.,,,
what did bacon say to tomato? lettuce get together!,what,together,
dates a zombie: so someone finally likes me for my brain.,me,,
"if you feel unsure about a new haircut, ask a man if it looks okay. but ask him many, many, many times. never be satisfied with his answer.",you,never,
"men are like frogs, the most important thing is to jump on faster.",most,,
people come and go but birthdays do accrue.,,,
who the hell allowed me to be born in this stupid head?' a thought said and killed herself...,who,killed,
black magic.... it does not work.,does not,,
i am only here for the free food,i,,
what should you give a man who has everything? a woman to show him how to work it.,what,you,everything
it is always the wrong time of month.,always,,
